study_id,caso,meccanismo,motivo
GSE61375,B,lo studio entra o esce dal pooling,"ENTRATO con «INK128 2 hours» vs «DMSO 2 hours», appaiato sul tempo; il riferimento non lo poolava in nessuna meta-analisi."
GSE64550,B,lo studio entra o esce dal pooling,ENTRATO con lo shRNA su ENTRAMBI i bracci ('HCC364 + trametinib + shYAP1' vs 'HCC364 + DMSO + shYAP1').
GSE64741,A,lo studio entra o esce dal pooling,USCITO. Quattro confronti espliciti e appaiati ('A375 cells treated with 0.1 uM vemurafenib for 48 hours' vs 'A375 cells treated with vehicle') ora sotto la sola chiave CHEBI:64310.
GSE64813,B,lo studio entra o esce dal pooling,"ENTRATO (gruppo nuovo) con 'Case (PTSD) Post-deployment' contro 'Control Post-deployment', appaiato sulla fase: il riferimento non lo poolava affatto."
GSE65335,C,solo la formulazione dell etichetta cambia,"Stesso contrasto sulla stessa linea EPC2-hTERT; il nuovo aggiunge la dose, il riferimento marcava il controllo come veicolo."
GSE65634,B,lo studio entra o esce dal pooling,"ENTRATO: 'C2_resveratrol' vs 'C2_DMSO', appaiato sullo stesso campione C2."
GSE66539,A,lo studio entra o esce dal pooling,USCITO. 'Vemurafenib-treated Melanoma PDX Cell Line' contro 'Untreated Melanoma PDX Cell Line' era pulito e appaiato: ora non e' poolato in nessuna meta-analisi. Perdita netta.
GSE67196,B,il tempo o la dose vengono dichiarati o persi,"Il riferimento poolava tre confronti, due col descrittore ""(drug adapted)"" sul solo lato sALS; ora resta la sola coppia simmetrica ""sALS Cerebellum"" contro ""Healthy Cerebellum""."
GSE69121,B,altro,Il nuovo aggiunge 'Retinoic acid-treated wild-type SK-N-SH cells' vs 'Untreated wild-type SK-N-SH cells' accanto alla coppia MAML3 gia' presente; il genotipo resta costante dentro ciascun confronto. Guadagno pulito.
GSE70068,C,il tempo o la dose vengono dichiarati o persi,"Nel riferimento il donatore era dichiarato solo sul controllo, ora nessun lato lo dichiara: qualificatore unilaterale in un caso, assente nell'altro. Nessuna etichetta prova un difetto."
GSE70544,A,lo studio entra o esce dal pooling,"Uscito. Nel riferimento ""Hypoxia Treated"" contro ""Control"": nessun difetto leggibile, perdita netta."
GSE73708,A,lo studio entra o esce dal pooling,USCITO. Nel riferimento 'Hepatocellular Cancer (Donor 9128)' contro 'Normal Liver (Donor 9128)': stesso donatore sui due bracci.
GSE74324,B,l appaiamento del braccio di controllo cambia,"Il nuovo aggiunge la coppia 'IMR90 proliferating pWZL-Hygro shRen JQ1' vs '... shRen DMSO': stato proliferativo appaiato su entrambi i bracci, come la coppia senescente gia' presente."
GSE76404,B,lo studio entra o esce dal pooling,"USCITO, e giustamente: il confronto di riferimento aveva il sesso disaccoppiato ('African American Male' contro 'African American Female') in un disegno di TRATTAMENTO."
GSE77039,A,l appaiamento del braccio di controllo cambia,"Il riferimento aveva due coppie con linea e tempo appaiati su entrambi i bracci (""HT29_Rosiglitazone_24hr"" vs ""HT29_DMSO_24hr"" e la 48hr); il nuovo ne tiene una sola e senza linea (""Rosiglitazone 48hr"" vs ""DMSO 48hr""). Perdita di un confronto pulito e di contesto."
GSE77307,C,altro,"Stesse due linee; cambia solo il nome del controllo (""untreated"" invece di ""normoxia""), entrambi ammissibili nella classe dichiarata."
GSE77509,C,l appaiamento del braccio di controllo cambia,"Riferimento 'PVTT #3' e 'PVTT #8' contro 'Adjacent Normal #3'; ora 'PVTT #6', 'PVTT #14' e 'Primary Tumor #17' contro lo stesso controllo. In entrambe si confrontano gruppi di campioni tumorali contro lo stesso gruppo di adiacenti normali: le etichette, essendo rappresentanti di gruppi, non bastano per stabilire quale selezione sia la giusta."
GSE78801,B,altro,"Uscita giusta, ma per la SEDE: 'DIPG primary culture pons ... JQ1' contro 'DIPG primary culture brain ... DMSO' su tutte e quattro le coppie. Il genotipo H3.1K27M asimmetrico vale 3 coppie su 4 (la coppia a 3h non lo porta)."
GSE78922,C,solo la formulazione dell etichetta cambia,"Ora un confronto 'IL-6 stimulated CD4+CD25- T cells' vs 'Unstimulated CD4+CD25- T cells', prima due che condividevano lo stesso controllo (uno era '(additional replicates)'). Stesso contrasto, il nuovo evita di contare due volte gli stessi controlli."
GSE78936,C,l appaiamento del braccio di controllo cambia,"Le stesse quattro coppie appaiate per regione in entrambe le esecuzioni; cambia solo la forma dell'etichetta, incluso il token 'Vehicle' sul controllo, presente in tutte e due."
GSE79027,C,l appaiamento del braccio di controllo cambia,"Stessi due contrasti appaiati per donatore (Donor 2 con Donor 2, Donor 3 con Donor 3); cambia l'ordine delle parole."
GSE79544,A,l appaiamento del braccio di controllo cambia,Il riferimento aveva DUE confronti appaiati per stato di malattia ('Healthy smokers' vs 'Healthy non-smokers' e 'IPF smokers' vs 'IPF non-smokers'); ora resta il solo braccio IPF. Il vecchio copriva sia i sani sia gli IPF senza incrociarli.
GSE79782,C,solo la formulazione dell etichetta cambia,"Tre righe nel riferimento, due ora, tutte 'Preeclampsia (Amnion)' vs 'Control (Amnion)' e tutte sugli stessi 7 controlli: stesso contrasto, cambia solo la partizione del braccio trattato."
GSE80153,C,solo la formulazione dell etichetta cambia,Stessi tre contrasti a 4h/8h/24h contro lo stesso DMSO; sola riscrittura.
GSE80183,A,lo studio entra o esce dal pooling,USCITO: 'SLE patient (anti-ENA+)' vs 'Healthy control (no treatment)' era un caso-controllo leggibile; ora non e' poolato.
GSE80365,C,altro,"Il riferimento aveva due confronti (24h, 48h); ora sono tre e il terzo ha etichetta IDENTICA al primo, contro gli stessi 7 controlli. Le due letture — split di un unico contrasto con doppio conteggio dei controlli, oppure due sottoinsiemi realmente distinti — sono indistinguibili dall'etichetta; la lettura che non sovrastima il dato e' la prima, e la registro come limite."
GSE80366,A,lo studio entra o esce dal pooling,USCITO: 'T47D + R5020 (polyA)' vs 'T47D + Vehicle' era appaiata per linea (il '(polyA)' e' preparazione di libreria); ora non e' poolata.
GSE80655,C,l appaiamento del braccio di controllo cambia,"Nel riferimento i confronti erano fra singoli soggetti con eta' diverse ('DLPFC_Age40' contro 'DLPFC_Age65'), con una sola coppia di eta' coincidente; ora sono confronti di gruppo appaiati per regione. In un caso-controllo entrambe le forme sono legittime, ma il nuovo introduce quattro confronti DLPFC con etichette identiche sugli stessi controlli: l'etichetta non basta per scegliere."
GSE80716,C,lo studio cambia gruppo / entita,"SPOSTATO da STR:nutlin_3a a CHEBI:46742. Il trattato e' 'Nutlin-3a' nel riferimento e 'Nutlin-3' ora, contro 'DMSO' in entrambi: e' la stessa molecola (enantiomero attivo contro racemo) e l'etichetta non dice quale scrittura sia quella della sorgente. Il nuovo run de-frammenta, ma la scelta non e' decisa dall'etichetta."
GSE81405,C,solo la formulazione dell etichetta cambia,Stesso contrasto CAF trattate vs CAF DMSO; il nuovo perde la dose. Nessun effetto sull'appaiamento.
GSE81478,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('LPS 10 ng/mL 4h' vs 'Control' contro 'LPS Treated' vs 'Vehicle Control').
GSE83601,B,lo studio entra o esce dal pooling,"ENTRATO con 'PTSD' contro 'Healthy Control', caso-controllo pulito: il riferimento lo lasciava fuori."
GSE83687,B,lo studio entra o esce dal pooling,"ENTRATO con tre coppie appaiate per sede (left colon, ileum, small bowel, ciascuna contro il proprio controllo)."
GSE84538,C,altro,"'Pulmonary artery CTEPH' vs 'Pulmonary artery control' ora, le stesse parole con le maiuscole prima."
GSE85567,A,lo studio entra o esce dal pooling,"ENTRATO portando, accanto alla coppia pulita, il confronto con materiale diverso sui due bracci, e prendendosi l'86% del peso del gruppo. Il riferimento, non poolandolo, non aveva questo difetto."
GSE86190,A,lo studio entra o esce dal pooling,"USCITO. ""HCT116 colon carcinoma cells treated with daunorubicin"" vs ""HCT116 colon carcinoma cells treated with vehicle"" era appaiato sulla stessa linea: perdita di uno studio pulito da un gruppo che ne ha solo tre."
GSE86356,A,lo studio entra o esce dal pooling,"Entrato, e porta con se' i tre confronti a sede discordante (bicipite/deltoide/diaframma DM1 contro quadricipite sano) che il riferimento non poolava: il nuovo introduce un difetto dove il vecchio, non poolando, non ne aveva. Va detto che lo stesso ingresso porta anche tre confronti puliti (Heart x2, Quadriceps-Quadriceps), che sarebbero un guadagno."
GSE86906,C,solo la formulazione dell etichetta cambia,"Ora le etichette portano eta' e sesso, prima erano 'Schizophrenia Case 1/2' vs 'Healthy Control 1': stesso contrasto caso-controllo, sesso costante sui due bracci in entrambi i confronti nuovi."
GSE87809,C,altro,"Cambia il paziente di controllo ('Patient 5' ora, 'Patient 7' nel riferimento) contro lo stesso 'Endometriosis (Patient 1)'. In un caso-controllo il controllo e' per forza un altro soggetto: entrambe difendibili."
GSE88757,C,altro,"'PANC-1 + TGFb 72h' contro 'PANC-1 + vehicle 72h' in entrambi i run, cambia solo la maiuscola."
GSE89127,C,l appaiamento del braccio di controllo cambia,"Il riferimento aveva anche 'H3122 THZ1 50nM 48h' contro 'H3122 DMSO 0.1% 48h'; le 5 coppie rimaste sono identiche e appaiate per linea, dose e tempo. Solo potenza."
GSE89408,C,il tempo o la dose vengono dichiarati o persi,"Non seguo il lettore che chiama B. Le due esecuzioni rendono lo stesso studio in modi inconciliabili: una entry con discordanza di sesso dichiarata (""Osteoarthritis (F)"" vs ""Healthy control (13M)"") contro quattro entry mute (""Osteoarthritis"" vs ""Normal"", 24 controlli condivisi). Se la resa vecchia e' fedele, la nuova nasconde un difetto; se e' fedele la nuova, la vecchia poolava un sottoinsieme sbilanciato. L'etichetta non basta per scegliere, quindi C - e la riserva pesa perche' questo studio vale il 77% del gruppo."
GSE89442,C,l appaiamento del braccio di controllo cambia,"Un confronto in entrambe. Il riferimento appaiava esplicitamente il donatore ('pDC donor 1 IL-3'→'pDC donor 1 unstimulated'), ora l'etichetta e' generica ma non dichiara donatori diversi: l'etichetta non decide."
GSE89475,A,lo studio entra o esce dal pooling,USCITO: 'Endothelial cells under diabetic conditions' vs 'Control endothelial cells' era appaiata sul tipo cellulare; ora non e' poolata.
GSE89843,C,solo la formulazione dell etichetta cambia,"Riscrittura del solo trattato; il controllo 'Healthy Control (none)' e' identico nelle due esecuzioni, con lo stesso limite di annotazione."
GSE89917,A,lo studio entra o esce dal pooling,"USCITO; era 'LNCaP Bag-1L KO cell line with DHT' contro 'LNCaP Bag-1L KO cell line with EtOH', stesso genotipo sui due bracci."
GSE90469,C,solo la formulazione dell etichetta cambia,Stesso contrasto; il controllo passa da 'Untreated Healthy Dopamine Neurons' a 'Untreated Control Dopamine Neurons'. Stesso materiale sui due lati in entrambe.
GSE92532,C,il tempo o la dose vengono dichiarati o persi,"Cambia il donatore dichiarato nel trattato (5 nel riferimento, 4 ora); in ENTRAMBE le esecuzioni il DMSO non dichiara il donatore. L'etichetta non decide."
GSE92592,B,lo studio entra o esce dal pooling,"ENTRATO con «IPF Lung Tissue» vs «Healthy Control Lung Tissue», appaiato sul tessuto; il riferimento non lo poolava affatto."
GSE92723,B,lo studio entra o esce dal pooling,ENTRATO con due confronti sulla stessa linea; nel riferimento non era poolato. L'intero gruppo e' un guadagno del run nuovo e le etichette che porta sono appaiate.
GSE92724,A,lo studio entra o esce dal pooling,"ENTRATO ora, e porta dentro il difetto: 'Diabetic Patient (Male)' contro 'Healthy control (Female)'. Il riferimento non lo poolava affatto, cioe' su questo studio il vecchio azzeccava per omissione e il nuovo introduce un confronto col sesso disaccoppiato."
GSE92852,B,lo studio entra o esce dal pooling,"USCITO, e giustamente: 'IL-10-APC + LPS' e 'moDC + LPS' contro 'moDC (Undifferentiated)' opponevano stati di differenziamento diversi (e nel primo caso anche IL-10)."
GSE93153,C,l appaiamento del braccio di controllo cambia,"Le due esecuzioni assegnano gli stessi due confronti scambiando le combinazioni donatore-giorno (D13/Donor1 e D10/Donor2 ora, D10/Donor1 e D13/Donor2 prima). In tutte e quattro le righe donatore e giorno coincidono fra i due bracci: entrambe internamente appaiate, e l'etichetta non dice quale accoppiamento sia quello vero."
GSE93620,C,altro,Presente in entrambe le esecuzioni con lo stesso difetto ('A. ceylanicum iL3 larvae' contro 'untreated'). L'ambiguita' e' nell'etichetta sorgente e inganna allo stesso modo le due catene.
GSE93624,C,l appaiamento del braccio di controllo cambia,"Il riferimento aveva una sola coppia, ora sei strati contro lo stesso controllo. Entrambe sono caso-controllo difendibili e le etichette per-rappresentante non dicono quale stratificazione sia quella voluta."
GSE93807,B,lo studio entra o esce dal pooling,"Non era poolato nel riferimento; entra con ""Liquiritigenin"" vs ""Control"", coppia pulita."
GSE93996,A,lo studio entra o esce dal pooling,USCITO verso nessuna meta-analisi. Nel riferimento 'HL-60 + ATRA' contro 'HL-60 + ethanol': stessa linea e veicolo corretto dell'ATRA. Contributo corretto perso.
GSE94013,A,lo studio entra o esce dal pooling,"USCITO; era 'DHT' contro 'DMSO', appaiato."
GSE94150,A,lo studio entra o esce dal pooling,"USCITO. ""IL15-treated CD4+ T cells (ST124)"" vs ""Untreated CD4+ T cells (ST124)"" e' appaiato sullo stesso donatore: perdita di uno studio pulito da un gruppo che ora ne ha solo tre."
GSE94235,C,l appaiamento del braccio di controllo cambia,"Un solo confronto per parte, gli stessi campioni letti come tofacitinib nel riferimento e come ruxolitinib ora. Una delle due attribuzioni e' sbagliata e l'etichetta non basta per scegliere; l'etichetta vecchia e' pero' l'unica che appaia esplicitamente tipo cellulare e donatore sui due bracci."
GSE95078,A,lo studio entra o esce dal pooling,"USCITO: «Diseased - TNF» vs «Diseased - Vehicle» e' appaiato sullo stato di malattia e sul veicolo, e ora non e' piu' poolato."
GSE95079,C,solo la formulazione dell etichetta cambia,"'Ponatinib' contro 'DMSO' ora, 'LM2 Triple Negative Breast Cancer Cells Treated with Ponatinib' contro '... Treated with DMSO Vehicle Control' nel riferimento: stesso contrasto, la nuova etichetta perde solo il nome della linea."
GSE95243,C,solo la formulazione dell etichetta cambia,Sola riscrittura ('Obese iPSC-derived hypothalamus neuron' contro 'Obese Hypothalamus Neuron (iPSC)').
GSE95413,C,solo la formulazione dell etichetta cambia,Solo formulazione (etichetta lunga del xenograft VCaP p61 contro quella corta): stesso contrasto appaiato.
GSE95587,C,altro,"Due confronti in entrambe; cambia l'identificativo del controllo ('Control (99-50)' ora, 'Control (Donor 10-94)' prima) e uno dei casi. Caso-controllo pulito in tutte e due le letture."
GSE96649,C,solo la formulazione dell etichetta cambia,"«A549 cells treated with dexamethasone» vs «Vehicle-treated A549 cells»: stesso contrasto del riferimento, piu' esplicito."
GSE96975,C,solo la formulazione dell etichetta cambia,"'TGFB1 stimulated' contro 'Control (No treatment)' ora, 'TGFB1 Stimulated Cardiac Fibroblasts' contro 'Untreated Cardiac Fibroblasts' nel riferimento: stesso contrasto."
GSE97356,C,lo studio entra o esce dal pooling,"ENTRATO con 'Current, PTSD, Case 87' contro 'Current, No Treatment': l'etichetta non dice se il controllo sia sano o un caso non trattato, quindi non si puo' stabilire se il nuovo faccia bene a poolarlo o se il riferimento facesse bene a lasciarlo fuori."
GSE97358,A,l appaiamento del braccio di controllo cambia,"Il riferimento aveva quattro confronti, TRE appaiati per etnia (Chinese con Chinese, Indian con Indian, Malay con Malay) e UNO solo disallineato. Il nuovo run PERDE l'appaiamento Chinese contro Chinese, duplica la riga Chinese contro Malay e ne aggiunge una Chinese-M contro Indian-F che incrocia anche il sesso: passa da 1 riga difettosa su 4 a 3 su 5. Peggioramento leggibile sull'etichetta."
